S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
194,Oboi Laboratories (Ciron Drugs & Pharmaceuticals Pvt Ltd),Cedroxil Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.56,2.59
195,IRM Pharma (Cadila Pharmaceuticals Ltd.),Lactocef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.59,2.6
196,Torrent Labs (P) Ltd.,Droxyl Instause (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.59,2.6
197,Alkem Laboratories Ltd,RT Cef (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.86,2.64
198,Indoco Remedies Ltd,Vepan DS 125 (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.91,2.65
199,Euphoric Pharmaceuticals Pvt.Ltd.,Eudrox Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
200,Hetero Healthcare Ltd.,Lydroxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
201,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,15.93,2.66
202,Apco Pharma Ltd.,Bidoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
203,Eden Healthcare,Edoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
204,Nestor Pharmaceuticals Ltd,Nesdrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
205,Mefro Pharmaceuticals Pvt Ltd,Acer (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
206,Sain Medicaments Pvt. Ltd.,Seadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16,2.67
207,Indoco Remedies Ltd,Vepan Rediuse 125 (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16.22,2.7
208,Newgen (Cadila Pharmaceuticals Ltd.),Kidrox DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,16.78,2.8
209,Wens Pharma Pvt Ltd,Bdroxil (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,17,2.83
210,Sayona (Zota Healthcare Pvt Ltd),Sayodrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,18,3
211,Vostok & Wilcure Remedies,Wydrox Dry (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,18.5,3.08
212,Alkem Laboratories Ltd,Cefoxid DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
213,Rhombus Pharma Private Limited,Kidoxyl DS (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
214,Ikon Remedies Pvt. Ltd.,Cefwin (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
215,Varun Life Sciences Pvt. Ltd.,Cynoxil (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
216,Lincoln Pharmaceuticals Ltd,Safedrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
217,Cadila Pharmaceuticals Ltd.,Vistadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19,3.17
218,Micro Labs Ltd,Bicef (30 ml) (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.2,3.2
219,Pharma Synth Formulations Ltd.,Cefodril (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.25,3.21
220,Gracure Pharmaceuticals Ltd.,CFD Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.36,3.23
221,Protec (Cipla Ltd),Cefadur (125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.39,3.23
222,Ajanta Pharma Ltd.,Apdil D (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.46,3.24
223,Zetek Pharmaceuticals Pvt. Ltd.,Ceftek DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.5,3.25
224,Bal Pharma Limited,Cefoxil Syrup (30 ml 125 mg),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.5,3.25
225,Orison Pharmaceuticals,Oridro (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,19.85,3.31
226,Norris Medicines Ltd.,Cefnor (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
227,Instant Remedies Private Limited,Okadrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
228,Wander Ltd,Cefacare (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
229,Mars Life Sciences Ltd.,L C Drox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
230,Prisma Healthcare,Predoxyl (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
231,Wander Ltd,Cefcare DS (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
232,Biocin Healthcare,B Dril (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20,3.33
233,Lupin Laboratories Ltd.,Odoxil Premix (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.4,3.4
234,Active Healthcare,Actidrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.5,3.42
235,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.5,3.42
236,Kentreck Labs Pvt Ltd.,Cydroxil S (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,21.5,3.58
237,Aan Pharma Pvt Ltd,Droxan (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
238,Maya Drugs & Antibiotics,Doly Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
239,Libra Drugs (India),Libadroz (60 ml),Syrup    ,5 ml,Cefadroxil-125 mg,60 ml,44.8,3.73
240,Secure Healthcare Inc. India,Drosec (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22.5,3.75
241,Briskon Laboratories,Bless (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,23.9,3.98
242,Maitri Healthcare Pvt. Ltd.,Maitridrox Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
243,Pharmatech Healthcare,Droxitech (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
244,Pifer Pharmaceuticals Pvt Ltd,Pyceff Kid (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24.9,4.15
245,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,26,4.33
246,Mediwin Pharmaceuticals,Droxef Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,27.5,4.58
247,Ben Pharmaceuticals,Ceroxyl (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
248,Aabtac Lifecare Pvt. Ltd.,Droxib (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
249,Ind-Swift Limited,Swiceff RM (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,36,6
250,Biocare Remedies,Roxil (5 ml),Syrup    ,5 ml,Cefadroxil-125 mg,5 ml,19.9,19.9
251,Laborate Pharmaceuticals India Ltd.,LB Drox (10 ml),Drop    ,5 ml,Cefadroxil-125 mg,10 ml,12.75,6.38
