S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
198,Litaka Pharmaceuticals Ltd,Kefexyl (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
199,Wander Ltd,Cefcare (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
200,Wander Ltd,Cefacre (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
201,Vega Laboratories Pvt. Ltd.,Vedrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,73,7.3
202,Winsome Laboratories Ltd.,Hydrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,44,7.33
203,Stadchem of India,Chemid (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,73.8,7.38
204,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,100 Capsule,745,7.45
205,Tosc International Pvt Ltd.,Cefatos (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,60 Capsule,474,7.9
206,Mcneil & Argus Pharmaceuticals Ltd.,Cefmac Cap (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,200 Capsule,1 600.00,8
207,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,85,8.5
208,Medipol Pharmaceuticals India Pvt. Ltd.,Cefacef (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,100 Capsule,895,8.95
209,Scortis Labs (P) Ltd,Loxyl (500 mg) (Scortis Labs),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,90,9
210,Maya Drugs & Antibiotics,Doly (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,93,9.3
211,Hinglaj Laboratories of India,Ceftin (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,94,9.4
212,Parenteral Drugs (India) Ltd.,PD Roxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,60,10
213,Vostok & Wilcure Remedies,Wydrox Caps (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,100,10
214,Apco Pharma Ltd.,Bidoxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,41,10.25
215,Gracure Pharmaceuticals Ltd.,CFD (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,60 Capsule,628.5,10.48
216,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,41.95,10.49
217,Protec (Cipla Ltd),Cefadur (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,105,10.5
218,Pharma Synth Formulations Ltd.,Cefodril (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,63,10.5
219,Euphoric Pharmaceuticals Pvt.Ltd.,Eudrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,369,36.9
220,Kopran Pharma Ltd,Bid (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,180,45
221,Osmed Formulations (P) Ltd.,Droma Dry (30 ml),Syrup    ,5 ml,Cefadroxil-500 mg,30 ml,23.9,3.98
